,property_type
11873,house
11874,house
11875,house
11876,house
11877,house
11878,house
11879,house
11880,house
11881,house
11882,house
11883,house
11884,house
11885,house
11886,house
11887,house
11888,house
11889,house
11890,house
11891,house
11892,house
11893,house
11894,house
11895,house
11896,house
11897,house
11898,house
11899,house
11900,house
11901,house
11902,house
11903,house
11904,house
11905,house
11906,house
11907,house
11908,house
11909,house
11910,house
11911,house
11912,house
11913,house
11914,house
11915,house
11916,house
11917,house
11918,house
11919,house
11920,house
11921,house
11922,house
11923,house
11924,house
11925,house
11926,house
11927,house
11928,house
11929,house
11930,house
11931,apartment
11932,house
11933,house
11934,house
11935,apartment
11936,apartment
11937,apartment
11938,apartment
11939,house
11940,house
11941,apartment
11942,house
11943,house
11944,house
11945,house
11946,house
11947,house
11948,apartment
11949,apartment
11950,apartment
11951,apartment
11952,apartment
11953,apartment
11954,apartment
11955,apartment
11956,house
11957,apartment
11958,house
11959,apartment
11960,apartment
11961,house
11962,apartment
11963,apartment
11964,apartment
11965,apartment
11966,apartment
11967,apartment
11968,apartment
11969,house
11970,house
11971,apartment
11972,apartment
11973,house
11974,apartment
11975,apartment
11976,apartment
11977,house
11978,house
11979,house
11980,apartment
11981,apartment
11982,apartment
11983,apartment
11984,apartment
11985,apartment
11986,apartment
11987,apartment
11988,house
11989,house
11990,apartment
11991,apartment
11992,house
11993,apartment
11994,apartment
11995,apartment
11996,apartment
11997,house
11998,house
11999,house
12000,apartment
12001,apartment
12002,apartment
12003,apartment
12004,apartment
12005,apartment
12006,house
12007,apartment
12008,apartment
12009,apartment
12010,apartment
12011,apartment
12012,house
12013,apartment
12014,house
12015,house
12016,apartment
12017,apartment
12018,apartment
12019,apartment
12020,apartment
12021,apartment
12022,apartment
12023,apartment
12024,apartment
12025,apartment
12026,apartment
12027,apartment
12028,house
12029,apartment
12030,apartment
12031,apartment
12032,apartment
12033,apartment
12034,apartment
12035,apartment
12036,apartment
12037,apartment
12038,apartment
12039,apartment
12040,house
12041,apartment
12042,house
12043,apartment
12044,house
12045,apartment
12046,apartment
12047,apartment
12048,apartment
12049,apartment
12050,house
12051,house
12052,apartment
12053,apartment
12054,apartment
12055,apartment
12056,apartment
12057,apartment
12058,apartment
12059,apartment
12060,apartment
12061,apartment
12062,house
12063,house
12064,house
12065,house
12066,house
12067,house
12068,apartment
12069,apartment
12070,apartment
12071,apartment
12072,house
12073,house
12074,apartment
12075,apartment
12076,house
12077,apartment
12078,house
12079,apartment
12080,apartment
12081,apartment
12082,apartment
12083,apartment
12084,apartment
12085,apartment
12086,house
12087,house
12088,apartment
12089,apartment
12090,house
12091,apartment
12092,house
12093,apartment
12094,apartment
12095,house
12096,apartment
12097,house
12098,apartment
12099,apartment
12100,apartment
12101,apartment
12102,apartment
12103,apartment
12104,apartment
12105,house
12106,apartment
12107,apartment
12108,apartment
12109,apartment
12110,apartment
12111,house
12112,apartment
12113,apartment
12114,apartment
12115,apartment
12116,apartment
12117,apartment
12118,house
12119,apartment
12120,apartment
12121,apartment
12122,apartment
12123,apartment
12124,apartment
12125,apartment
12126,apartment
12127,apartment
12128,apartment
12129,apartment
12130,apartment
12131,house
12132,apartment
12133,apartment
12134,apartment
12135,apartment
12136,apartment
12137,apartment
12138,apartment
12139,apartment
12140,apartment
12141,apartment
12142,apartment
12143,house
12144,apartment
12145,house
12146,apartment
12147,house
12148,house
12149,apartment
12150,apartment
12151,apartment
12152,apartment
12153,apartment
12154,apartment
12155,apartment
12156,apartment
12157,apartment
12158,apartment
12159,apartment
12160,apartment
12161,apartment
12162,apartment
12163,apartment
12164,apartment
12165,apartment
12166,apartment
12167,apartment
12168,apartment
12169,apartment
12170,apartment
12171,apartment
12172,apartment
12173,house
12174,apartment
12175,apartment
12176,apartment
12177,apartment
12178,apartment
12179,apartment
12180,apartment
12181,apartment
12182,apartment
12183,apartment
12184,apartment
12185,apartment
12186,apartment
12187,apartment
12188,apartment
12189,apartment
12190,apartment
12191,apartment
12192,apartment
12193,apartment
12194,house
12195,apartment
12196,apartment
12197,apartment
12198,apartment
12199,apartment
12200,apartment
12201,apartment
12202,apartment
12203,apartment
12204,apartment
12205,apartment
12206,apartment
12207,apartment
12208,apartment
12209,apartment
12210,apartment
12211,apartment
12212,apartment
12213,apartment
12214,apartment
12215,house
12216,apartment
12217,house
12218,apartment
12219,apartment
12220,apartment
12221,apartment
12222,apartment
12223,apartment
12224,apartment
12225,apartment
12226,apartment
12227,apartment
12228,apartment
12229,apartment
12230,apartment
12231,apartment
12232,apartment
12233,house
12234,apartment
12235,apartment
12236,apartment
12237,house
12238,apartment
12239,apartment
12240,apartment
12241,apartment
12242,apartment
12243,apartment
12244,apartment
12245,apartment
12246,apartment
12247,apartment
12248,apartment
12249,house
12250,apartment
12251,apartment
12252,apartment
12253,apartment
12254,apartment
12255,apartment
12256,apartment
12257,apartment
12258,apartment
12259,apartment
12260,apartment
12261,apartment
12262,apartment
12263,apartment
12264,apartment
12265,apartment
12266,apartment
12267,apartment
12268,apartment
12269,apartment
12270,apartment
12271,apartment
12272,apartment
12273,apartment
12274,apartment
12275,apartment
12276,apartment
12277,apartment
12278,apartment
12279,apartment
12280,apartment
12281,apartment
12282,apartment
12283,apartment
12284,apartment
12285,apartment
12286,apartment
12287,apartment
12288,apartment
12289,apartment
12290,apartment
12291,apartment
12292,apartment
12293,apartment
12294,apartment
12295,apartment
12296,apartment
12297,apartment
12298,apartment
12299,apartment
12300,apartment
12301,apartment
12302,apartment
12303,apartment
12304,apartment
12305,apartment
12306,apartment
12307,apartment
12308,apartment
12309,apartment
12310,apartment
12311,apartment
12312,apartment
12313,apartment
12314,apartment
12315,apartment
12316,apartment
12317,apartment
12318,apartment
12319,apartment
12320,apartment
12321,apartment
12322,apartment
12323,apartment
12324,apartment
12325,apartment
12326,apartment
12327,apartment
12328,apartment
12329,apartment
12330,apartment
12331,apartment
12332,apartment
12333,apartment
12334,apartment
12335,apartment
12336,apartment
12337,apartment
12338,apartment
12339,apartment
12340,apartment
12341,apartment
12342,apartment
12343,house
12344,apartment
12345,apartment
12346,apartment
12347,apartment
12348,apartment
12349,apartment
12350,apartment
12351,apartment
12352,apartment
12353,apartment
12354,apartment
12355,apartment
12356,apartment
12357,apartment
12358,apartment
12359,apartment
12360,apartment
12361,apartment
12362,apartment
12363,apartment
12364,apartment
12365,apartment
12366,apartment
12367,apartment
12368,apartment
12369,apartment
12370,apartment
12371,apartment
12372,apartment
12373,apartment
12374,apartment
12375,apartment
12376,apartment
12377,apartment
12378,apartment
12379,house
12380,apartment
12381,apartment
12382,apartment
12383,apartment
12384,apartment
12385,apartment
12386,apartment
12387,apartment
12388,apartment
12389,apartment
12390,apartment
12391,apartment
12392,apartment
12393,apartment
12394,apartment
12395,apartment
12396,apartment
12397,apartment
12398,apartment
12399,house
12400,house
12401,house
12402,apartment
12403,apartment
12404,apartment
12405,house
12406,apartment
12407,apartment
12408,apartment
12409,apartment
12410,apartment
12411,apartment
12412,house
12413,apartment
12414,apartment
12415,apartment
12416,apartment
12417,apartment
12418,apartment
12419,apartment
12420,apartment
12421,apartment
12422,apartment
12423,house
12424,apartment
12425,apartment
12426,apartment
12427,apartment
12428,apartment
12429,apartment
12430,apartment
12431,apartment
12432,apartment
12433,house
12434,apartment
12435,apartment
12436,apartment
12437,apartment
12438,apartment
12439,apartment
12440,apartment
12441,apartment
12442,apartment
12443,apartment
12444,apartment
12445,apartment
12446,apartment
12447,house
12448,apartment
12449,apartment
12450,apartment
12451,apartment
12452,apartment
12453,apartment
12454,apartment
12455,apartment
12456,apartment
12457,apartment
12458,apartment
12459,apartment
12460,apartment
12461,apartment
12462,apartment
12463,apartment
12464,apartment
12465,apartment
12466,apartment
12467,house
12468,apartment
12469,apartment
12470,apartment
12471,apartment
12472,house
12473,apartment
12474,apartment
12475,apartment
12476,apartment
12477,house
12478,apartment
12479,apartment
12480,apartment
12481,apartment
12482,apartment
12483,apartment
12484,apartment
12485,apartment
12486,apartment
12487,apartment
12488,apartment
12489,apartment
12490,apartment
12491,house
12492,apartment
12493,apartment
12494,apartment
12495,apartment
12496,apartment
12497,apartment
12498,house
12499,apartment
12500,apartment
12501,house
12502,apartment
12503,apartment
12504,apartment
12505,house
12506,apartment
12507,apartment
12508,apartment
12509,apartment
12510,apartment
12511,apartment
12512,apartment
12513,apartment
12514,apartment
12515,apartment
12516,house
12517,apartment
12518,apartment
12519,apartment
12520,apartment
12521,apartment
12522,apartment
12523,apartment
12524,apartment
12525,apartment
12526,apartment
12527,apartment
12528,apartment
12529,apartment
12530,apartment
12531,apartment
12532,apartment
12533,apartment
12534,apartment
12535,apartment
12536,apartment
12537,apartment
12538,house
12539,apartment
12540,apartment
12541,apartment
12542,apartment
12543,apartment
12544,apartment
12545,apartment
12546,house
12547,house
12548,house
12549,apartment
12550,apartment
12551,apartment
12552,apartment
12553,apartment
12554,apartment
12555,apartment
12556,apartment
12557,apartment
12558,apartment
12559,apartment
12560,apartment
12561,apartment
12562,apartment
12563,apartment
12564,apartment
12565,apartment
12566,apartment
12567,apartment
12568,apartment
12569,apartment
12570,apartment
12571,apartment
12572,apartment
12573,apartment
12574,house
12575,house
12576,house
12577,apartment
12578,apartment
12579,apartment
12580,apartment
12581,apartment
12582,apartment
12583,apartment
12584,apartment
12585,apartment
12586,apartment
12587,apartment
12588,apartment
12589,apartment
12590,apartment
12591,apartment
12592,apartment
12593,house
12594,apartment
12595,apartment
12596,apartment
12597,house
12598,house
12599,house
12600,house
12601,apartment
12602,apartment
12603,apartment
12604,apartment
12605,apartment
12606,apartment
12607,apartment
12608,apartment
12609,apartment
12610,apartment
12611,apartment
12612,apartment
12613,apartment
12614,apartment
12615,apartment
12616,apartment
12617,apartment
12618,apartment
12619,apartment
12620,apartment
12621,apartment
12622,apartment
12623,house
12624,house
12625,apartment
12626,apartment
12627,apartment
12628,apartment
12629,apartment
12630,house
12631,apartment
12632,apartment
12633,apartment
12634,apartment
12635,apartment
12636,apartment
12637,apartment
12638,apartment
12639,apartment
12640,apartment
12641,apartment
12642,house
12643,apartment
12644,apartment
12645,apartment
12646,apartment
12647,apartment
12648,house
12649,apartment
12650,apartment
12651,house
12652,house
12653,house
12654,apartment
12655,apartment
12656,apartment
12657,apartment
12658,apartment
12659,house
12660,apartment
12661,apartment
12662,apartment
12663,apartment
12664,apartment
12665,house
12666,apartment
12667,house
12668,apartment
12669,apartment
12670,apartment
12671,apartment
12672,apartment
12673,apartment
12674,apartment
12675,apartment
12676,apartment
12677,apartment
12678,apartment
12679,apartment
12680,apartment
12681,apartment
12682,apartment
12683,apartment
12684,apartment
12685,apartment
12686,apartment
12687,apartment
12688,apartment
12689,apartment
12690,apartment
12691,apartment
12692,apartment
12693,apartment
12694,apartment
12695,apartment
12696,apartment
12697,apartment
12698,apartment
12699,apartment
12700,apartment
12701,apartment
12702,apartment
12703,apartment
12704,apartment
12705,apartment
12706,apartment
12707,apartment
12708,apartment
12709,apartment
12710,apartment
12711,apartment
12712,apartment
12713,apartment
12714,apartment
12715,apartment
12716,apartment
12717,house
12718,house
12719,apartment
12720,apartment
12721,apartment
12722,apartment
12723,apartment
12724,apartment
12725,apartment
